2021/10/05  15:04:00,3
2021/10/05  15:04:01,2,0:00:45.803983
2021/10/05  15:04:01,3
2021/10/05  15:06:08,2,0:02:52.608372
2021/10/05  15:06:16,1
2021/10/05  15:06:16,2,0:00:00.155355
2021/10/05  15:06:17,3
2021/10/05  15:06:17,2,0:00:01.168674
2021/10/05  15:06:18,3
2021/10/05  15:06:18,3
2021/10/05  15:06:18,2,0:00:02.086054
2021/10/05  15:06:19,3
2021/10/05  15:06:19,2,0:00:02.894520
2021/10/05  15:06:20,3
2021/10/05  15:06:20,2,0:00:03.504182
2021/10/05  15:06:20,2,0:00:04.010736
2021/10/05  15:06:21,2,0:00:05.217494
2021/10/05  15:06:22,2,0:00:06.028175
2021/10/05  15:06:23,3
2021/10/05  15:06:23,2,0:00:06.738053
2021/10/05  15:06:24,3
2021/10/05  15:06:24,2,0:00:08.115227
2021/10/05  15:06:24,3
2021/10/05  15:06:25,3
2021/10/05  15:06:25,3
2021/10/05  15:06:26,2,0:00:09.563546
2021/10/05  15:06:26,2,0:00:09.967153
2021/10/05  15:06:26,3
2021/10/05  15:06:27,3
2021/10/05  15:06:27,2,0:00:10.686059
2021/10/05  15:06:41,1
2021/10/05  15:07:03,2,0:00:22.727190
2021/10/05  15:07:04,3
2021/10/05  15:07:04,2,0:00:23.045128
2021/10/05  15:07:04,3
2021/10/05  15:07:04,2,0:00:23.361081
2021/10/05  15:07:04,3
2021/10/05  15:07:04,2,0:00:23.679112
2021/10/05  15:07:05,3
2021/10/05  15:07:05,2,0:00:24.437253
2021/10/05  15:07:05,3
2021/10/05  15:07:05,2,0:00:24.749032
2021/10/05  15:07:06,3
2021/10/05  15:07:06,2,0:00:25.162034
2021/10/05  15:07:06,3
2021/10/05  15:07:06,2,0:00:25.484898
2021/10/05  15:07:06,3
2021/10/05  15:07:06,2,0:00:25.804268
2021/10/05  15:07:07,3
2021/10/05  15:07:07,2,0:00:26.134823
2021/10/05  15:07:07,3
2021/10/05  15:07:07,2,0:00:26.461286
2021/10/05  15:07:07,3
2021/10/05  15:07:07,2,0:00:26.782926
2021/10/05  15:07:08,3
2021/10/05  15:07:09,2,0:00:28.102465
2021/10/05  15:07:09,3
2021/10/05  15:07:09,2,0:00:28.420360
2021/10/05  15:07:09,3
2021/10/05  15:07:09,2,0:00:28.746201
2021/10/05  15:07:10,3
2021/10/05  15:07:10,2,0:00:29.158194
2021/10/05  15:08:05,1
2021/10/05  15:08:07,2,0:00:01.461705
2021/10/05  15:08:07,3
2021/10/05  15:08:12,2,0:00:06.187660
2021/10/05  15:08:41,1
2021/10/05  15:08:42,2,0:00:00.454772
2021/10/05  15:16:09,1
2021/10/05  15:18:55,2,0:02:45.368274
2021/10/05  15:19:30,2,0:00:00.152437
2021/10/05  15:19:44,1
2021/10/05  15:19:47,2,0:00:03.575035
2021/10/05  15:19:56,1
2021/10/05  15:24:59,2,0:05:02.737520
2021/10/05  15:25:19,1
2021/10/05  15:28:25,2,0:03:06.102502
2021/10/05  15:28:33,1
2021/10/05  15:28:41,2,0:00:07.285398
2021/10/05  15:30:16,1
2021/10/05  15:32:29,2,0:02:13.333582
2021/10/05  15:33:57,1
2021/10/05  15:33:57,2,0:00:00.360001
2021/10/05  15:34:31,1
2021/10/05  15:36:38,2,0:02:06.414716
2021/10/05  15:40:36,1
2021/10/05  15:42:47,2,0:02:11.323484
2021/10/05  15:46:40,2,0:00:00.170099
2021/10/05  15:48:51,1
2021/10/05  15:49:47,2,0:00:55.905392
2021/10/05  15:49:58,1
2021/10/05  15:49:59,2,0:00:00.565036
2021/10/05  15:49:59,3
2021/10/05  15:50:05,2,0:00:06.191049
2021/10/05  15:50:22,1
2021/10/05  15:51:57,2,0:01:35.134567
2021/10/05  15:52:11,1
2021/10/05  15:54:12,2,0:02:01.178698
2021/10/05  15:54:16,3
2021/10/05  15:54:17,2,0:02:05.843459
2021/10/05  15:54:20,3
2021/10/05  15:59:24,2,0:07:13.096471
2021/10/05  15:59:26,3
2021/10/05  16:03:02,2,0:10:51.570023
2021/10/05  16:09:58,2,0:00:00.173516
2021/10/05  16:10:01,3
2021/10/05  16:10:01,2,0:00:03.097344
2021/10/05  16:13:26,2,0:00:00.177516
2021/10/05  16:13:26,3
2021/10/05  16:13:27,2,0:00:01.794793
2021/10/05  16:32:43,2,0:00:00.172779
2021/10/05  16:32:51,1
2021/10/05  16:33:06,2,0:00:14.897617
2021/10/05  16:33:11,3
2021/10/05  16:33:13,2,0:00:22.327873
2021/10/05  16:33:14,3
2021/10/05  16:33:17,2,0:00:26.447431
2021/10/05  16:33:24,1
2021/10/05  16:33:31,2,0:00:06.974063
2021/10/05  16:33:43,1
2021/10/05  16:33:48,2,0:00:04.866751
2021/10/05  16:33:49,3
2021/10/05  16:33:52,2,0:00:08.583516
2021/10/05  16:33:53,3
2021/10/05  16:33:54,2,0:00:10.397806
2021/10/05  16:33:54,3
2021/10/05  16:34:14,2,0:00:30.278451
2021/10/05  16:34:36,1
2021/10/05  16:35:08,2,0:00:31.760489
2021/10/05  16:35:11,3
2021/10/05  16:35:13,2,0:00:37.083201
2021/10/05  16:35:15,3
2021/10/05  16:35:17,2,0:00:40.810952
2021/10/05  16:35:17,3
2021/10/05  16:35:19,2,0:00:42.623993
2021/10/05  16:35:19,3
2021/10/05  16:35:19,2,0:00:43.332225
2021/10/05  16:35:20,3
2021/10/05  16:35:20,3
2021/10/05  16:35:21,2,0:00:45.366862
2021/10/05  16:35:22,3
2021/10/05  16:35:22,2,0:00:46.177310
2021/10/05  16:35:23,3
2021/10/05  16:35:23,2,0:00:47.186107
2021/10/05  16:35:25,3
2021/10/05  16:35:26,2,0:00:49.536440
2021/10/05  16:35:26,3
2021/10/05  16:35:36,2,0:00:59.881621
2021/10/05  16:35:49,1
2021/10/05  16:37:56,2,0:02:06.977273
2021/10/05  16:42:13,2,0:00:00.161359
2021/10/05  16:42:20,1
2021/10/05  16:44:21,2,0:02:01.629259
2021/10/05  16:44:25,3
2021/10/05  16:45:51,2,0:03:31.814532
2021/10/05  16:45:52,3
2021/10/05  16:46:57,2,0:04:37.295065
2021/10/05  16:47:00,3
2021/10/05  16:51:33,2,0:09:13.584681
2021/10/05  16:55:07,2,0:00:00.161424
2021/10/05  17:10:51,2,0:00:00.163683
2021/10/05  17:11:11,1
2021/10/05  17:11:13,2,0:00:02.058939
2021/10/05  17:12:37,1
2021/10/05  17:12:40,2,0:00:02.451719
2021/10/05  17:16:11,1
2021/10/05  17:16:17,2,0:00:05.571270
2021/10/05  17:16:17,3
2021/10/05  17:16:18,2,0:00:06.279225
2021/10/05  17:16:18,3
2021/10/05  17:16:18,2,0:00:06.587932
2021/10/05  17:16:18,3
2021/10/05  17:16:18,2,0:00:06.902352
2021/10/05  17:16:18,3
2021/10/05  17:16:22,2,0:00:11.227421
2021/10/05  17:16:24,3
2021/10/05  17:16:24,2,0:00:13.144115
2021/10/05  17:16:25,3
2021/10/05  17:16:26,2,0:00:14.555447
2021/10/05  17:16:26,3
2021/10/05  17:16:27,2,0:00:16.075935
2021/10/05  17:16:28,3
2021/10/05  17:16:48,2,0:00:36.236798
2021/10/05  17:16:55,1
2021/10/05  17:16:59,2,0:00:04.765297
2021/10/05  17:17:01,3
2021/10/05  17:17:02,2,0:00:07.586509
2021/10/05  17:17:03,3
2021/10/05  17:17:12,2,0:00:17.642139
2021/10/05  17:17:13,3
2021/10/05  17:17:18,2,0:00:22.984105
2021/10/05  17:17:18,3
2021/10/05  17:17:19,2,0:00:24.794816
2021/10/05  17:17:20,3
2021/10/05  17:17:24,2,0:00:29.116162
2021/10/05  17:17:24,3
2021/10/05  17:17:25,2,0:00:29.925317
2021/10/05  17:17:25,3
2021/10/05  17:17:25,2,0:00:30.652824
2021/10/05  17:17:26,3
2021/10/05  17:17:29,2,0:00:33.972324
2021/10/05  17:17:29,3
2021/10/05  17:17:31,2,0:00:36.189535
2021/10/05  17:17:31,3
2021/10/05  17:17:37,2,0:00:42.112552
2021/10/05  17:17:37,2,0:00:42.416446
2021/10/05  17:17:38,3
2021/10/05  17:17:38,2,0:00:43.426857
2021/10/05  17:17:38,3
2021/10/05  17:17:39,3
2021/10/05  17:17:42,2,0:00:47.254151
2021/10/05  17:17:46,3
2021/10/05  17:17:47,2,0:00:52.284261
2021/10/05  17:17:48,3
2021/10/05  17:17:48,2,0:00:53.697774
2021/10/05  17:17:49,3
2021/10/05  17:17:49,2,0:00:54.508824
2021/10/05  17:23:36,2,0:00:00.168360
2021/10/05  17:24:33,1
2021/10/05  17:24:36,2,0:00:03.561815
2021/10/05  17:31:15,1
2021/10/05  17:31:15,2,0:00:00.455294
2021/10/05  17:36:38,2,0:00:00.169716
2021/10/05  17:37:30,1
2021/10/05  17:39:00,2,0:01:30.265467
2021/10/05  17:39:01,3
2021/10/05  17:39:02,2,0:01:31.481439
2021/10/05  17:39:02,3
2021/10/05  17:39:02,2,0:01:32.189268
2021/10/05  17:39:03,3
2021/10/05  17:39:03,2,0:01:32.698305
2021/10/05  17:39:03,3
2021/10/05  17:39:07,2,0:01:36.721787
2021/10/05  17:39:07,3
2021/10/05  17:39:59,2,0:02:28.272884
2021/10/05  17:56:08,2,0:00:00.199186
2021/10/05  17:57:25,1
2021/10/05  17:57:35,2,0:00:10.789851
2021/10/05  17:57:40,3
2021/10/05  17:57:51,2,0:00:26.351156
2021/10/05  17:58:02,1
2021/10/05  17:58:30,2,0:00:28.044267
2021/10/05  17:58:43,1
2021/10/05  17:58:49,2,0:00:06.174820
2021/10/05  17:58:50,3
